New Folio No. and Face,Position in volume,Format,Language,Entry No.,Entry Part,Section - Type,Subject - Main,Subject - Additional,Printed,(Do not include),Document Notes,Editors' Notes,Condition - Conservation Survey
58 r - 58 r,,Parchment,Latin,725,,"archdeaconry, East Riding",Exchange,return to commission for,,,,,
58 v - 58 v,,Parchment,Latin,726,,"archdeaconry, East Riding",Institution,of vicar,,,,,
58 v - 58 v,,Parchment,Latin,727,,"archdeaconry, East Riding",Induction,"of vicar, mandate for",,,,,
58 v - 58 v,,Parchment,Latin,728,,"archdeaconry, East Riding",Induction,of rector,,,,,
58 v - 58 v,,Parchment,Latin,729,,"archdeaconry, East Riding",Testament,,,Not found in Testamenta,,,
58 v - 58 v,,Parchment,Latin,730,,"archdeaconry, East Riding",Testament,,,Not found in Testamenta,,,
59 r - 59 r,,Parchment,Latin,731,,"archdeaconry, East Riding",Testament,,"Testamenta, pp. 97-99",,,,
59 r - 59 r,,Parchment,Latin,732,,"archdeaconry, East Riding",Probate,of testament in entry no. 708,,,,,
59 v - 59 v,,Parchment,Latin,733,,"archdeaconry, East Riding",Institution,of rector,,,,,
59 v - 59 v,,Parchment,Latin,734,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
59 v - 59 v,,Parchment,Latin,735,,"archdeaconry, East Riding",Induction,of rector,,,,,
59 v - 59 v,,Parchment,Latin,736,,"archdeaconry, East Riding",Tithes,dispute rel to subtraction of?,,,,,
59 v - 59 v,,Parchment,Latin,737,,"archdeaconry, East Riding",Institution,of rector,,,,,
59 v - 59 v,,Parchment,Latin,738,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
60 r - 60 r,,Parchment,Latin,739,,"archdeaconry, East Riding",Institution,of rector (moiety),,,,,
60 r - 60 r,,Parchment,Latin,740,,"archdeaconry, East Riding",Induction,"of rector (moiety), mandate for",,,,,
60 r - 60 r,,Parchment,Latin,741,,"archdeaconry, East Riding",Study,"licence for absence, for three years, at a studium generale in England, and not to attend synods",,,,,
60 r - 60 r,,Parchment,Latin,742,,"archdeaconry, East Riding",Institution,of rector,,,,,
60 r - 60 r,,Parchment,Latin,743,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
60 r - 60 r,,Parchment,Latin,744,,"archdeaconry, East Riding",Institution,of rector,,,,,
60 r - 60 r,,Parchment,Latin,745,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
60 r - 60 r,,Parchment,Latin,746,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,
60 r - 60 r,,Parchment,Latin,747,,"archdeaconry, East Riding",Induction,"of chantry chaplain, mandate for",,,,,
60 r - 60 r,,Parchment,Latin,748,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,
60 r - 60 r,,Parchment,Latin,749,,"archdeaconry, East Riding",Induction,"of chantry chaplain, mandate for",,,,,
60 r - 60 r,,Parchment,Latin,750,,"archdeaconry, East Riding",Prior,confirmation of election?,,,,,
60 v - 60 v,,Parchment,Latin,751,,"archdeaconry, East Riding",Vacated entry,"Institution of chantry chaplain, revoked",,,,,
60 v - 60 v,,Parchment,Latin,752,,"archdeaconry, East Riding",Vacated entry,"Induction of chantry, chaplain, mandate for, not made",,,,,
60 v - 60 v,,Parchment,Latin,753,,"archdeaconry, East Riding",Testament,,,Not found in Testamenta,,,
60 v - 60 v,,Parchment,Latin,754,,"archdeaconry, East Riding",Institution,of rector,,,,,
60 v - 60 v,,Parchment,Latin,755,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
60 v - 60 v,,Parchment,Latin,756,,"archdeaconry, East Riding",Institution,of vicar,,,,,
60 v - 60 v,,Parchment,Latin,757,,"archdeaconry, East Riding",Induction,"of vicar, mandate for",,,,,
60 v - 60 v,,Parchment,Latin,758,,"archdeaconry, East Riding",Institution,of vicar,,,,,
60 v - 60 v,,Parchment,Latin,759,,"archdeaconry, East Riding",Institution,of vicar,,,,,
60 v - 60 v,,Parchment,Latin,760,,"archdeaconry, East Riding",Induction,"of vicar, mandate for",,,,,
60 v - 60 v,,Parchment,Latin,761,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,
61 r - 61 r,,Parchment,Latin,762,,"archdeaconry, East Riding",Institution,of parish priest,,,,,
61 r - 62 r,,Parchment,Latin,763,,"archdeaconry, East Riding",Ordination/Ordinances,for chantry,,,,,
62 r - 62 r,,Parchment,Latin,764,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,
62 r - 62 r,,Parchment,Latin,765,,"archdeaconry, East Riding",Induction,"of chantry chaplain, mandate for",,,,,
62 r - 62 r,,Parchment,Latin,766,,"archdeaconry, East Riding",Institution,of vicar,,,,,
62 r - 62 r,,Parchment,Latin,767,,"archdeaconry, East Riding",Induction,"of vicar, mandate for",,,,,
62 r - 62 r,,Parchment,Latin,768,,"archdeaconry, East Riding",Induction,of rector,,,,,
62 v - 62 v,,Parchment,Latin,769,,"archdeaconry, East Riding",Process/Proceedings,"rel to Carthusians, Hull, institution of parish priest and appropriation of church, ",,,,,
62 v - 62 v,,Parchment,Latin,770,,"archdeaconry, East Riding",Testament,,"Testamenta, pp. 105-106",,,,
62 v - 62 v,,Parchment,Latin,771,,"archdeaconry, East Riding",Institution,of rector,,,,,
62 v - 62 v,,Parchment,Latin,772,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
62 v - 62 v,,Parchment,Latin,773,,"archdeaconry, East Riding",Dispensation,"for absence?, for seven years, under 'cum ex eo'",,,,,
63 r - 63 r,,Parchment,Latin,774,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,
63 r - 63 r,,Parchment,Latin,775,,"archdeaconry, East Riding",Induction,"of chantry chaplain, mandate for",,,,,
63 r - 63 r,,Parchment,Latin,776,,"archdeaconry, East Riding",Testament,,,Not found in Testamenta,,,
63 r - 63 r,,Parchment,Latin,777,,"archdeaconry, East Riding",Probate,of testament (entry 776),,,,,
63 r - 63 r,,Parchment,Latin,778,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,
63 r - 63 r,,Parchment,Latin,779,,"archdeaconry, East Riding",Sequestration,"relaxation of, rel to profits of church",,,,,
63 r - 63 v,,Parchment,Latin,780,,"archdeaconry, East Riding",Testament,,"Testamenta, pp. 119-120",,,,Folio 63 v - obscured text - gutters
63 v - 63 v,,Parchment,Latin,781,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,Folio 63 v - obscured text - gutters
63 v - 63 v,,Parchment,Latin,782,,"archdeaconry, East Riding",Induction,"of chantry chaplain, mandate for",,,,,Folio 63 v - obscured text - gutters
63 v - 63 v,,Parchment,Latin,783,,"archdeaconry, East Riding",Induction,of vicar,,,,,Folio 63 v - obscured text - gutters
63 v - 63 v,,Parchment,Latin,784,,"archdeaconry, East Riding",Testament,,"Testamenta, p. 119",,,,Folio 63 v - obscured text - gutters
63 v - 63 v,,Parchment,Latin,785,,"archdeaconry, East Riding",Induction,of rector,,,,,Folio 63 v - obscured text - gutters
64 r - 64 r,,Parchment,Latin,786,,"archdeaconry, East Riding",Induction,of chantry chaplain,,,,,
64 r - 64 r,,Parchment,Latin,787,,"archdeaconry, East Riding",Testament,,,Not found in Testamenta,,,
64 r - 64 r,,Parchment,Latin,788,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,
64 r - 64 r,,Parchment,Latin,789,,"archdeaconry, East Riding",Induction,"of chantry chaplain, mandate for",,,,,
64 r - 64 r,,Parchment,Latin,790,,"archdeaconry, East Riding",Presentation,to church (rectory) by king,,,,,
64 r - 64 r,,Parchment,Latin,791,,"archdeaconry, East Riding",Institution,of rector,,,,,
64 r - 64 r,,Parchment,Latin,792,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
64 r - 64 r,,Parchment,Latin,793,,"archdeaconry, East Riding",Institution,of vicar,,,,,
64 r - 64 r,,Parchment,Latin,794,,"archdeaconry, East Riding",Induction,"of vicar, mandate for",,,,,
64 v - 64 v,,Parchment,Latin,795,,"archdeaconry, East Riding",Testament,,,Not found in Testamenta,,,
64 v - 64 v,,Parchment,Latin,796,,"archdeaconry, East Riding",First fruits,of rectory,,,,,
64 v - 64 v,,Parchment,Latin,797,,"archdeaconry, East Riding",Induction,of rector,,,,,
64 v - 64 v,,Parchment,Latin,798,,"archdeaconry, East Riding",Institution,of rector,,,,,
64 v - 64 v,,Parchment,Latin,799,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
64 v - 64 v,,Parchment,Latin,800,,"archdeaconry, East Riding",Testament,,,Not found in Testamenta,,,
64 v - 64 v,,Parchment,Latin,801,,"archdeaconry, East Riding",Probate,of testament in entry no. 773,,,,,
64 v - 64 v,,Parchment,Latin,802,,"archdeaconry, East Riding",Institution,of rector,,,,,
64 v - 64 v,,Parchment,Latin,803,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
64 v - 65 r,,Parchment,Latin,804,,"archdeaconry, East Riding",Exchange,commission to expedite,,,,,
65 r - 65 r,,Parchment,Latin,805,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,
65 r - 65 r,,Parchment,Latin,806,,"archdeaconry, East Riding",Induction,"of chantry chaplain, mandate for",,,,,
65 r - 65 r,,Parchment,Latin,807,,"archdeaconry, East Riding",Institution,of vicar,,,,,
65 r - 65 r,,Parchment,Latin,808,,"archdeaconry, East Riding",Induction,"of vicar, mandate for",,,,,
65 r - 65 r,,Parchment,Latin,809,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,
65 r - 65 r,,Parchment,Latin,810,,"archdeaconry, East Riding",Induction,"of chantry chaplain, mandate for",,,,,
65 r - 65 r,,Parchment,Latin,811,,"archdeaconry, East Riding",Institution,of rector,,,,,
65 r - 65 r,,Parchment,Latin,812,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
65 r - 65 r,,Parchment,Latin,813,,"archdeaconry, East Riding",Absence,"licence for, for three years",,,,Marginal note in a later (early 17th cent?) hand,
65 r - 65 v,,Parchment,Latin,814,,"archdeaconry, East Riding",Testament,,,Not found in Testamenta,,,
65 v - 65 v,,Parchment,Latin,815,,"archdeaconry, East Riding",Prayers,"for end of plague and peace with Scots, orders for, to chapter of Beverley",,,,,
65 v - 65 v,,Parchment,Latin,816,,"archdeaconry, East Riding",Institution,of chantry chaplain,,,,,
65 v - 65 v,,Parchment,Latin,817,,"archdeaconry, East Riding",Induction,"of chantry chaplain, mandate for",,,,,
65 v - 65 v,,Parchment,Latin,818,,"archdeaconry, East Riding",Institution,of rector,,,,,
65 v - 65 v,,Parchment,Latin,819,,"archdeaconry, East Riding",Induction,"of rector, mandate for",,,,,
65 v - 65 v,,Parchment,Latin,820,,"archdeaconry, East Riding",Collation,to canonry and prebend,,,,,
65 v - 65 v,,Parchment,Latin,821,,"archdeaconry, East Riding",Collation,"to canonry and prebend, subscription",,,,,
65 v - 66 r,,Parchment,Latin,822,,"archdeaconry, East Riding",Admission,of canon and prebendary (copy of instrument),,,,,
65 v - 66 r,,Parchment,Latin,823,,"archdeaconry, East Riding",Admission,of canon and prebendary (copy of instrument) subscription,,,,,
66 r - 66 r,,Parchment,Latin,824,,"archdeaconry, East Riding",Confirmation,"of manor, advowson, lands, rents and services",,,,,
66 r - 67 r,,Parchment,Latin,825,,"archdeaconry, East Riding",Agreement,"rel to oblations, parish church in confirmation in entry no. 794",,,,,
67 r - 67 v,,Parchment,Latin,826,,"archdeaconry, East Riding",Agreement,"rel to oblations, parish church in confirmation in entry no. 794, subscriptions",,,,,
68 r - 68 r,,Parchment,Latin,827,,"archdeaconry, Nottingham",Institution,of vicar,,,,,Obscured text - folds
68 r - 68 r,,Parchment,Latin,828,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Obscured text - folds
68 r - 68 r,,Parchment,Latin,829,,"archdeaconry, Nottingham",Institution,of rector (moiety),,,,,Obscured text - folds
68 r - 68 r,,Parchment,Latin,830,,"archdeaconry, Nottingham",Induction,"of rector (moiety), mandate for",,,,,Obscured text - folds
68 r - 68 r,,Parchment,Latin,831,,"archdeaconry, Nottingham",Exchange,commission to expedite,,,,,Obscured text - folds
68 r - 68 v,,Parchment,Latin,832,,"archdeaconry, Nottingham",Exchange,"commission to expedite, certificate of",,,,,Obscured text - folds
68 r - 68 v,,Parchment,Latin,833,,"archdeaconry, Nottingham",Tithes,commission to enquire rel to,,,,,Obscured text - folds
68 v - 68 v,,Parchment,Latin,834,,"archdeaconry, Nottingham",Absence,"licence for, while in the service of the bishop of Lincoln",,,,,Obscured text - folds
68 v - 68 v,,Parchment,Latin,835,,"archdeaconry, Nottingham",Absence,"licence for, for two years",,,,,Obscured text - folds
68 v - 69 r,,Parchment,Latin,836,,"archdeaconry, Nottingham",Exchange,commission to expedite,,,,,Obscured text - folds
69 r - 69 r,,Parchment,Latin,837,,"archdeaconry, Nottingham",Absence,"licence for, for two years",,,,,Obscured text - folds
69 r - 69 r,,Parchment,Latin,838,,"archdeaconry, Nottingham",Surrender,by vicar,,,,,Obscured text - folds
69 r - 69 r,,Parchment,Latin,839,,"archdeaconry, Nottingham",?,??,,,,,Obscured text - folds
69 r - 69 r,,Parchment,Latin,840,,"archdeaconry, Nottingham",Admission,of Master of Hospital,,,,,Obscured text - folds
69 r - 69 r,,Parchment,Latin,841,,"archdeaconry, Nottingham",Absence,"licence for, for three years",,,,,Obscured text - folds
69 r - 69 r,,Parchment,Latin,842,,"archdeaconry, Nottingham",Letters dimissory,for all holy orders,,,,,Obscured text - folds
69 r - 69 r,,Parchment,Latin,843,,"archdeaconry, Nottingham",Chastity,"vow of, commission to allow",,,,,Obscured text - folds
69 r - 69 v,,Parchment,Latin,844,,"archdeaconry, Nottingham",Inquisition,"commission to enquire into rights of vicarage, chantry, preliminary to exchange",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,845,,"archdeaconry, Nottingham",Absence/Non-residence,"licence for, for two years, and not to attend synods",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,846,,"archdeaconry, Nottingham",Absence/Non-residence,"licence for, for two years and not to attend synods",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,847,,"archdeaconry, Nottingham",Institution,of rector,,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,848,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,849,,"archdeaconry, Nottingham",Probate,"of testament, commission for",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,850,,"archdeaconry, Nottingham",Accommodation,"licence for, to prior to take in woman (having taken vow of chastity, to live contemplative and solitary life)",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,851,,"archdeaconry, Nottingham",Exchange,"transcript of, for vicar",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,852,,"archdeaconry, Nottingham",Inquisition,into vicarage,,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,853,,"archdeaconry, Nottingham",Vacancy,"of vicarage, commission to inquire into",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,854,,"archdeaconry, Nottingham",Retirement,"of prior, commission to receive, and to confirm election of new prior and provide pension for outgoing prior",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,855,,"archdeaconry, Nottingham",Absence,"licence for, for three years",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,856,,"archdeaconry, Nottingham",Absence,"licence for, while in the service of the king",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,857,,"archdeaconry, Nottingham",Absence,"licence for, for two years",,,,,Obscured text - folds
69 v - 69 v,,Parchment,Latin,858,,"archdeaconry, Nottingham",Clerks,"committed before justices at Nottingham, commission to receive",,,,,Obscured text - folds
70 r - 70 r,,Parchment,Latin,859,,"archdeaconry, Nottingham",Exchange,,,,,,
70 r - 70 r,,Parchment,Latin,860,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
70 r - 70 r,,Parchment,Latin,861,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
70 r - 70 r,,Parchment,Latin,862,,"archdeaconry, Nottingham",Unfinished entry,,,,,,
70 r - 70 r,,Parchment,Latin,863,,"archdeaconry, Nottingham",Institution,of rector,,,,,
70 r - 70 r,,Parchment,Latin,864,,"archdeaconry, Nottingham",Churchwarden,appointment of,,,,,
70 r - 70 r,,Parchment,Latin,865,,"archdeaconry, Nottingham",Collation,to vicarage,,,,,
70 v - 70 v,,Parchment,Latin,866,,"archdeaconry, Nottingham",Vicarage,licence to set at farm,,,,,
70 v - 70 v,,Parchment,Latin,867,,"archdeaconry, Nottingham",Presentation,to rectory,,,,,
70 v - 70 v,,Parchment,Latin,868,,"archdeaconry, Nottingham",Vacancy,"of vicarage, inquisition into",,,,,
70 v - 70 v,,Parchment,Latin,869,,"archdeaconry, Nottingham",Vacancy,"of vicarage, return of inquisition",,,,,
71 r - 71 r,,Parchment,Latin,870,,"archdeaconry, Nottingham",Institution,of rector,,,,,
71 r - 71 r,,Parchment,Latin,871,,"archdeaconry, Nottingham",Absence,"licence for, for three years",,,,,
71 r - 71 r,,Parchment,Latin,872,,"archdeaconry, Nottingham",Induction,of vicar,,,,,
71 r - 71 r,,Parchment,Latin,873,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
71 r - 71 r,,Parchment,Latin,874,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,
71 r - 71 r,,Parchment,Latin,875,,"archdeaconry, Nottingham",Institution,of rector,,,,,
71 r - 71 r,,Parchment,Latin,876,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
71 r - 71 r,,Parchment,Latin,877,,"archdeaconry, Nottingham",Institution,of rector,,,,,
71 r - 71 r,,Parchment,Latin,878,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
71 r - 71 r,,Parchment,Latin,879,,"archdeaconry, Nottingham",Absence/Non-residence/Study Leave,"licence for, for two years, at a studium general in England, for orders higher than sub-deacon, under 'cum ex eo'",,,,,
71 r - 71 v,,Parchment,Latin,880,,"archdeaconry, Nottingham",Exchange,,,,,,
71 v - 71 v,,Parchment,Latin,881,,"archdeaconry, Nottingham",Absence,"licence for, for five years, at a studium generale in England, for higher orders [than sub-deacon], under 'cum ex eo'",,,,,
71 v - 71 v,,Parchment,Latin,882,,"archdeaconry, Nottingham",Dispensation,"for absence for seven years, under 'cum ex eo'",,,,,
71 v - 71 v,,Parchment,Latin,883,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
71 v - 71 v,,Parchment,Latin,884,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
71 v - 71 v,,Parchment,Latin,885,,"archdeaconry, Nottingham",Pension,"ordination/ordinances for, for vicar",,,,,
72 r - 72 r,,Parchment,Latin,886,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
72 r - 72 r,,Parchment,Latin,887,,"archdeaconry, Nottingham",Exchange,return of commission for,,,,,
72 r - 72 r,,Parchment,Latin,888,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
72 r - 72 r,,Parchment,Latin,889,,"archdeaconry, Nottingham",Surrender,"of churches, by prior and convent",,,,,
72 r - 72 r,,Parchment,Latin,890,,"archdeaconry, Nottingham",Exchange,commission to expedite,,,,,
72 v - 72 v,,Parchment,Latin,891,,"archdeaconry, Nottingham",Surrender,"of church, abbot and convent",,,,,
72 v - 72 v,,Parchment,Latin,892,,"archdeaconry, Nottingham",Exchange,commission to expedite,,,,,
72 v - 72 v,,Parchment,Latin,893,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
72 v - 72 v,,Parchment,Latin,894,,"archdeaconry, Nottingham",Institution,of rector,,,,,
72 v - 72 v,,Parchment,Latin,895,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
72 v - 72 v,,Parchment,Latin,896,,"archdeaconry, Nottingham",Absence,"licence for, during pleasure",,,,,
72 v - 72 v,,Parchment,Latin,897,,"archdeaconry, Nottingham",Absence,"licence for, during pleasure",,,,,
72 v - 72 v,,Parchment,Latin,898,,"archdeaconry, Nottingham",Absence,"licence for, during pleasure",,,,,
72 v - 72 v,,Parchment,Latin,899,,"archdeaconry, Nottingham",Institution,of rector,,,,,
72 v - 72 v,,Parchment,Latin,900,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
72 v - 72 v,,Parchment,Latin,901,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
72 v - 72 v,,Parchment,Latin,902,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,
73 r - 73 r,,Parchment,Latin,903,,"archdeaconry, Nottingham",Procurations?,not demanded?,,,,,
73 r - 73 r,,Parchment,Latin,904,,"archdeaconry, Nottingham",Surrender,"of churches, abbot and convent",,,,,
73 r - 73 r,,Parchment,Latin,905,,"archdeaconry, Nottingham",Institution,of rector,,,,,
73 r - 73 r,,Parchment,Latin,906,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
73 r - 73 r,,Parchment,Latin,907,,"archdeaconry, Nottingham",Absence/Non-residence,"licence for, for three years",,,,,
73 r - 73 r,,Parchment,Latin,908,,"archdeaconry, Nottingham",Exchange,commission to inquire (ad cognoscendum),,,,,
73 r - 73 r,,Parchment,Latin,909,,"archdeaconry, Nottingham",Absolution,for violence towards chaplain,,,,,
73 r - 73 r,,Parchment,Latin,910,,"archdeaconry, Nottingham",Absence,"licence for, for one year",,,,,
73 r - 73 r,,Parchment,Latin,911,,"archdeaconry, Nottingham",Absence,"licence for, for three years",,,,,
73 r - 73 r,,Parchment,Latin,912,,"archdeaconry, Nottingham",Surrender,"of churches with chapels, prior and convent",,,,,
73 r - 73 r,,Parchment,Latin,913,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
73 r - 73 r,,Parchment,Latin,914,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
73 v - 73 v,,Parchment,Latin,915,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
73 v - 73 v,,Parchment,Latin,916,,"archdeaconry, Nottingham",Institution,of rector,,,,,
73 v - 73 v,,Parchment,Latin,917,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
73 v - 73 v,,Parchment,Latin,918,,"archdeaconry, Nottingham",Institution,"of prior, commission to receive, and to confirm election of new prior and provide pension for outgoing prior",,,,,
73 v - 73 v,,Parchment,Latin,919,,"archdeaconry, Nottingham",Induction,"of prior, mandate for",,,,,
73 v - 73 v,,Parchment,Latin,920,,"archdeaconry, Nottingham",Institution,of rector,,,,,
73 v - 73 v,,Parchment,Latin,921,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
73 v - 73 v,,Parchment,Latin,922,,"archdeaconry, Nottingham",Testament,,,Not found in Testamenta,,,
73 v - 73 v,,Parchment,Latin,923,,"archdeaconry, Nottingham",Testament,commission to prove,,,,,
74 r - 74 r,,Parchment,Latin,924,,"archdeaconry, Nottingham",Institution,of rector,,,,,
74 r - 74 r,,Parchment,Latin,925,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
74 r - 74 r,,Parchment,Latin,926,,"archdeaconry, Nottingham",Surrender,"of appropriated churches, prior and convent",,,,,
74 r - 74 r,,Parchment,Latin,927,,"archdeaconry, Nottingham",Institution,of rector,,,,,
74 r - 74 r,,Parchment,Latin,928,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
74 r - 74 r,,Parchment,Latin,929,,"archdeaconry, Nottingham",Cause,"rel to disputed vicarage, commission to 'understand and proceed'",,,,,
74 v - 74 v,,Parchment,Latin,930,,"archdeaconry, Nottingham",Cause,"rel to disputed vicarage, order to discover opposition to institution???",,,,,
74 v - 74 v,,Parchment,Latin,931,,"archdeaconry, Nottingham",Institution,of rector,,,,,
74 v - 74 v,,Parchment,Latin,932,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
74 v - 74 v,,Parchment,Latin,933,,"archdeaconry, Nottingham",Induction,"of parish priest (into church), mandate for",,,,,
74 v - 74 v,,Parchment,Latin,934,,"archdeaconry, Nottingham",Institution,of rector,,,,,
74 v - 74 v,,Parchment,Latin,935,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
74 v - 74 v,,Parchment,Latin,936,,"archdeaconry, Nottingham",Institution,of chantry chaplain,,,,,
74 v - 74 v,,Parchment,Latin,937,,"archdeaconry, Nottingham",Induction,"of chantry chaplain, mandate for",,,,,
75 r - 75 r,,Parchment,Latin,938,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
75 r - 75 r,,Parchment,Latin,939,,"archdeaconry, Nottingham",Testament,,,Not found in Testamenta,,,
75 r - 75 r,,Parchment,Latin,940,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
75 r - 75 r,,Parchment,Latin,941,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
75 r - 75 v,,Parchment,Latin,942,,"archdeaconry, Nottingham",Vacancy,"of church, commission to inquire into",,,,,
75 v - 75 v,,Parchment,Latin,943,,"archdeaconry, Nottingham",Institution,of rector,,,,,
75 v - 75 v,,Parchment,Latin,944,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
75 v - 75 v,,Parchment,Latin,945,,"archdeaconry, Nottingham",Institution,of rector,,,,,
75 v - 75 v,,Parchment,Latin,946,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
75 v - 75 v,,Parchment,Latin,947,,"archdeaconry, Nottingham",Institution,of rector,,,,,
75 v - 75 v,,Parchment,Latin,948,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
75 v - 75 v,,Parchment,Latin,949,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
75 v - 75 v,,Parchment,Latin,950,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
75 v - 75 v,,Parchment,Latin,951,,"archdeaconry, Nottingham",Institution,of vicar,,,,,
75 v - 75 v,,Parchment,Latin,952,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,
75 v - 75 v,,Parchment,Latin,953,,"archdeaconry, Nottingham",Institution,of rector,,,,,
75 v - 75 v,,Parchment,Latin,954,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
75 v - 75 v,,Parchment,Latin,955,,"archdeaconry, Nottingham",Absence,"licence for, for three years",,,,,
75 v - 75 v,,Parchment,Latin,955,,"archdeaconry, Nottingham",Masses,"private, licence to celebrate, for one year",,,,,
75 v - 75 v,,Parchment,Latin,956,,"archdeaconry, Nottingham",Institution,of rector,,,,,
75 v - 75 v,,Parchment,Latin,957,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,
76 r - 76 r,,Parchment,Latin,958,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,Obscured text - folds
76 r - 76 r,,Parchment,Latin,959,,"archdeaconry, Nottingham",Induction,"of vicar, mandate for",,,,,Obscured text - folds
76 r - 76 r,,Parchment,Latin,960,,"archdeaconry, Nottingham",Institution,of rector,,,,,Obscured text - folds
76 r - 76 r,,Parchment,Latin,961,,"archdeaconry, Nottingham",Induction,"of rector, mandate for",,,,,Obscured text - folds
76 r - 76 r,,Parchment,Latin,962,,"archdeaconry, Nottingham",Election,"of prior, confirmation of",,,,,Obscured text - folds
76 r - 76 r,,Parchment,Latin,963,,"archdeaconry, Nottingham",Obedience,of sub-prior and convent to prior,,,,,Obscured text - folds
76 r - 76 r,,Parchment,Latin,964,,"archdeaconry, Nottingham",Installation,"of prior, mandate for",,,,,Obscured text - folds
76 r - 76 r,,Parchment,Latin,965,,"archdeaconry, Nottingham",Obedience,"of prior, to archbishop",,,,,Obscured text - folds
