New Folio No. ,Entry No.,Entry Part,Date Range - Standard - Start,Date Range - Standard - End,Date - Inferred,Date - Uncertain,Date - Approximate,Date - Type,Place - As Written,Place - Type,Date - Notes,Recited Date 1 Range - Standard - Start,Recited Date Range - Standard - End,Recited Date - Inferred,Recited Date - Uncertain,Recited Date - Approximate,Recited Date 1 - Type,Recited Date 1 - Place - As Written,Recited Date 1 - Place - Type,Recited Date 1- Notes,Recited date 2 - standard,Recited date 2 - place - as written,Recited date 2 - place - type
104 v - 104 v,1319,,1377-07-16,,,,,Memorandum date,[Cawode],,,,,,,,,,,,,,
104 v - 104 v,1320,,1377-08-12,,,,,Document date,Cawode,,,,,,,,,,,,,,
104 v - 104 v,1321,,1377-09-02,,,,,Document date,Cawode,,,,,,,,,,,,,,
104 v - 104 v,1322,,1377-08-24,,,,,Event date,Ripon',,,,,,,,,,,,,,
104 v - 104 v,1323,,1377-08-24,,,,,Event date,Ripon',,,,,,,,,,,,,,
105 r - 105 r,1324,,1377-12-03,,,,,Document date,Lataran',,,,,,,,,,,,,,
105 r - 105 r,1325,,[0000]-07-31,,,,,Document date,"Villamnovam, Avinionen' dioc'",,"Year of date lost through damage, but perhaps 1377?",,,,,,,,,,,,
105 r - 105 r,1326,,[0000-00-00],,,,,Document date,,,"Date lost through damage, but document appears with others dated in 1377",,,,,,,,,,,,
105 v - 105 v,1327,,1378-03-13,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
105 v - 105 v,1328,,[0000-00-00],,,,,Document date,,,"Undated, but document appears with others dated in 1378 and 1379",,,,,,,,,,,,
105 v - 105 v,1329,,1379-05-12,,,,,Document date,,,,,,,,,,,,,,,
105 v - 105 v,1330,,1379-05-05,,,,,Document date,,,,,,,,,,,,,,,
106 r - 106 r,1331,,1379-05-23,,,,,Document date,Swilyngton',,,,,,,,,,,,,,
106 r - 106 r,1332,,1379-10-26,,,,,Document date,"Rome, St Peter's",,,,,,,,,,,,,,
106 r - 106 r,1333,,1379-10-30,,,,,Document date,"St Benedict de Urbe sita in domibus ... Thomas, cardinal-priest of titular church of St Prisca",,,,,,,,,,,,,,
106 v - 106 v,1334,, [1379-00-00],,,,,Document date,,,"Date perhaps lost through damage, but refers to papal provision of bishop of Dunkeld in 1379",,,,,,,,,,,,
106 v - 106 v,1335,,1381-01-06,,,,,Document date,Cawode,,,,,,,,,,,,,,
106 v - 106 v,1336,,1381-03-26,,,,,Document date,Beverlacu',,,,,,,,,,,,,,
106 v - 106 v,1337,,1381-04-20,,,,,Document date,Beverlaci',archbishop's manor,,,,,,,,,,,,,
106 v - 106 v,1338,,[0000-00-00],,,,,Document date,,,"Date perhaps lost through damage, but fragment appears with documents dated in 1381",,,,,,,,,,,,
107 r - 107 r,1339,,1378-05-11,,,,,Document date,"Rome, St Peter's",,,,,,,,,,,,,,
107 v - 107 v,1340,,1382-02-25,,,,,Document date,London,bishop's house,,1382-02-13,,,,,Document date,Cawod,,,,,
107 v - 107 v,1341,,1382-02-09,,,,,Document date,Bernston',,,,,,,,,,,,,,
107 v - 107 v,1342,,1382-05-06,,,,,Document date,Faxflet',,,,,,,,,,,,,,
107 v - 107 v,1343,,1382-07-06,,,,,Document date,London',,,,,,,,,,,,,,
107 v - 107 v,1344,,1382-08-14,,,,,Event date,London',,,1382-09-03,,,,,Event date,Merlawe parish church (Bucks),,,,,
107 v - 107 v,1345,,1381-03-28,,,,,Document date,London',,,,,,,,,,,,,,
107 v - 107 v,1346,,1384-01-12,,,,,Document date,Cawode,,Date ?annotated in a later hand '7. R. 2.',,,,,,,,,,,,
107 v - 107 v,1347,,1384-01-12,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
108 r - 108 r,1348,,1374-11-14,,,,,Event date,Suthwell,,,,,,,,,,,,,,
108 r - 108 r,1349,,1374-11-14,,,,,Event date,,,,,,,,,,,,,,,
108 r - 108 r,1350,,1374-11-17,,,,,Event date,,,,,,,,,,,,,,,
108 r - 108 r,1351,,[1374]-12-10,,,,,Event date,Thorp',,,,,,,,,,,,,,
108 r - 108 r,1352,,[1374-00-00],[1375-00-00],,Yes,,Event date,Thorp',,"Undated, but document perhaps created between 1374 and 1375",,,,,,,,,,,,
108 r - 108 r,1353,,[1374-00-00],[1375-00-00],,Yes,,Event date,Thorp',,"Undated, but document perhaps created between 1374 and 1375",,,,,,,,,,,,
108 r - 108 r,1354,,[1374-00-00],[1375-00-00],,Yes,,Event date,Thorp',,"Undated, but document perhaps created between 1374 and 1375",,,,,,,,,,,,
108 r - 108 r,1355,,1375-01-10,,,,,Event date,,,,,,,,,,,,,,,
108 r - 108 r,1356,,1375-01-10,,,,,Event date,,,,,,,,,,,,,,,
108 r - 108 r,1357,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1358,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1359,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1360,,[1375-00-00],[1376-00-00],,Yes,,Event date,Thorp',,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1361,,[1375-00-00],[1376-00-00],,Yes,,Event date,Thorp',,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1362,,[1375-00-00],[1376-00-00],,Yes,,Event date,Thorp',,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1363,,[1375-00-00],[1376-00-00],,Yes,,Event date,Cawode,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1364,,[1375-00-00],[1376-00-00],,Yes,,Event date,Cawode,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1365,,[1375-00-00],[1376-00-00],,Yes,,Event date,Cawode,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1366,,[1375-00-00],[1376-00-00],,Yes,,Event date,Cawode,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1367,,[1375-00-00],[1376-00-00],,Yes,,Event date,Cawode,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1368,,[1375-00-00],[1376-00-00],,Yes,,Event date,Cawode,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1369,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1370,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1371,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1372,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1373,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1374,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1375,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1376,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1377,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1378,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1379,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1380,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1381,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1382,,[1375?]-11-12,,,Yes,,Event date,Donc'?,,"No year given, but perhaps dated in 1375, although another document is dated at Doncaster in November 1374",,,,,,,,,,,,
108 r - 108 r,1383,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1384,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1385,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1386,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1387,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1388,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1389,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1390,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1391,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1392,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1393,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1394,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1395,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1396,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1397,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1398,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1399,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 r - 108 r,1400,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1401,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1402,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1403,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1404,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1405,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1406,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1407,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1408,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1409,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1410,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1411,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1412,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1413,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1414,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1415,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1416,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1417,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1418,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1419,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1420,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1421,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1422,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1423,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1424,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1425,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1426,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1427,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1428,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1429,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1430,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1431,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1432,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1433,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1434,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1435,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1436,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1437,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1438,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1439,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1440,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1441,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1442,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1443,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1444,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1445,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1446,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1447,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1448,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1449,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1450,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1451,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1452,,[1375-00-00],[1376-00-00],,Yes,,Event date,,,"Undated, but document perhaps created between 1375 and 1376",,,,,,,,,,,,
108 v - 108 v,1453,,[1376]-04-20,,,,,Event date,Scroby,,"No year given, but another document is dated at Scroby on 21 April 1376",,,,,,,,,,,,
108 v - 108 v,1454,,[1376-00-00],,,Yes,,Event date,,,"Undated, but document perhaps created in 1376 or shortly afterwards",,,,,,,,,,,,
109 r - 109 r,1455,,[1376-00-00],,,Yes,,Event date,,,"Undated, but document perhaps created in 1376 or shortly afterwards",,,,,,,,,,,,
109 r - 109 r,1456,,[1376-00-00],,,Yes,,Event date,,,"Undated, but document perhaps created in 1376 or shortly afterwards",,,,,,,,,,,,
109 r - 109 r,1457,,[1376-00-00],,,Yes,,Event date,,,"Undated, but document perhaps created in 1376 or shortly afterwards",,,,,,,,,,,,
109 r - 109 r,1458,,[1376-00-00],,,Yes,,Event date,,,"Undated, but document perhaps created in 1376 or shortly afterwards",,,,,,,,,,,,
109 v - 109 v,1459,,[1378-00-00],,,Yes,,Event date,,,"Undated, but list perhaps drawn up for Convocation to be held in March 1378 (see entries nos 1496 and 1497)",,,,,,,,,,,,
110 r - 110 r,1460,,1382-11-25,,,,,Document date,Westm',,,,,,,,,,,,,,
110 r - 110 r,1461,,[1382-00-00],,,,,Document date,,,"Undated, but presumably relating to Sir John Savile's term of office as sheriff of Yorkshire from 24 November 1382 to 1 November 1383",,,,,,,,,,,,
110 r - 110 r,1462,,[1382-00-00],,,,,Document date,,,,,,,,,,,,,,,
110 r - 110 r,1463,,1383-07-18,,,,,Document date,Thorp',,,,,,,,,,,,,,
110 r - 110 r,1464,,[1378-00-00],[1379-00-00],,Yes,,Document date,,,"Undated, but perhaps relating to entry no. 1327, thought to date from between 1378 and 1379",,,,,,,,,,,,
110 r - 110 r,1465,,1384-01-17,,,,,Document date,Cawode,,,,,,,,,,,,,,
110 r - 110 r,1466,,1384-01-17,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
110 v - 110 v,1467,,1384-02-03,,,,,Document date,,,,,,,,,,,,,,,
110 v - 110 v,1468,,[1379-00-00],[1379-00-00],,Yes,,Document date,Ebor',consistory of cathedral church,Day and month of date are blank,8 kal march 1 Urban VI,,,,,document dated,Rome,,,,,
111 r - 111 r,1469,,[1379-00-00],[1379-00-00],,Yes,,Document date,Ebor',consistory of cathedral church,,,,,,,,,,,,,
111 r - 111 r,1470,,1375-04-18,,,,,Event date,Cawode,,,,,,,,,,,,,,
111 r - 111 r,1471,,[1375-00-00],,,,,Event date,,,"Undated, but document appears with others dated in 1375 ",,,,,,,,,,,,
111 r - 111 r,1472,,1375-10-08,,,,,Event date,Beverl',,,,,,,,,,,,,,
111 r - 111 r,1473,,1376-01-09,,,,,Event date,Cawode,,,,,,,,,,,,,,
111 r - 111 r,1474,,1379-03-09,,,,,Event date,Feribrig & Derthyngton',in plain near the wood situated between,,,,,,,,,,,,,
111 v - 111 v,1475,,1382-11-02,,,,,Document date,Cawode,,,,,,,,,,,,,,
111 v - 111 v,1476,,1382-11-02,,,,,Document date,Cawode,,,,,,,,,,,,,,
112 r - 112 r,1477,,1374-09-10,,,,,Document date,Claverying',,,,,,,,,,,,,,
112 r - 112 r,1478,,1374-10-24,,,,,Document date,London,,,,,,,,,,,,,,
112 r - 112 r,1479,,[0000-00-00],,,,,Document date,,,"Undated, but another acquittance regarding this estate was dated in 1375",,,,,,,,,,,,
112 r - 112 r,1480,,1374-11-24,,,,,Document date,Esing',,,,,,,,,,,,,,
112 r - 112 r,1481,,1375-01-26,,,,,Memorandum date,Thorp',,,,,,,,,,,,,,
112 r - 112 r,1482,,1375-02-02,,,,,Document date,Thorp iuxta Ebor',,,,,,,,,,,,,,
112 r - 112 r,1483,,1375-03-22,,,,,Document date,Cawode,,,,,,,,,,,,,,
112 r - 112 r,1484,,1375-04-15,,,,,Document date,Cawod,,,,,,,,,,,,,,
112 r - 112 r,1485,,1375-04-30,,,,,Document date,Cawod,,,,,,,,,,,,,,
112 r - 112 r,1486,,[0000-00-00],,,,,Document date,,,,,,,,,,,,,,,
112 r - 112 r,1487,,1376-12-13,,,,,Document date,Cawod,,,,,,,,,,,,,,
112 r - 112 r,1488,,[1376-00-00],[1377-00-00],,Yes,,Document date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
112 v - 112 v,1489,,1376-06-11,,,,,Document date,London',archbishop's manor near Westm',,1376-04-24,,,,,document date,Westm',,,,,
112 v - 112 v,1490,,1376-06-11,,,,,Memorandum date,London',archbishop's manor near Westm',,,,,,,,,,,,,
112 v - 112 v,1491,,1376-06-11,,,,,Document date,London',archbishop's manor near Westm',,,,,,,,,,,,,
112 v - 112 v,1492,,1376-06-11,,,,,Document date,London',archbishop's manor near Westm',,,,,,,,,,,,,
112 v - 112 v,1493,,[0000]-07-26,,,,,Document date,Glouc',priory of St Oswald,"No year given, but document appears with others dated in 1376",,,,,,,,,,,,
113 r - 113 r,1494,,1376-12-31,,,,,Document date,Thorp' iuxta Ebor',,,,,,,,,,,,,,
113 r - 113 r,1495,,1377-06-09,,,,,Document date,Cawod,archbishop's manor,,,,,,,,,,,,,
113 r - 113 r,1496,,[0000-00-00],,,,,Document date,,,"Undated, but document appears with others dated in 1377 and 1378",,,,,,,,,,,,
113 r - 113 r,1497,,1378-02-26,,,,,Document date,Cawode,,,[0000-00-00],,,,,,,,,,,
113 r - 113 r,1498,,1378-02-26,,,,,Memorandum date,Cawode,,,,,,,,,,,,,,
113 r - 113 v,1499,,1360-03-00,,,,,Event date,Ebor',,Assizes held on 'Wednesday next after the middle of Quadragesima',,,,,,,,,,,,
113 v - 113 v,1500,,1381-05-17,,,,,Document date,Beverlac',,,,,,,,,,,,,,
113 v - 113 v,1501,,1381-05-16,,,,,Document date,Beverl',archbishop's manor,,,,,,,,,,,,,
113 v - 113 v,1502,,1381-06-03,,,,,Document date,Beverlac',,,,,,,,,,,,,,
114 r - 114 r,1503,,1381-03-28,,,,,Document date,London',bishop's house at Oldeford',,,,,,,,,,,,,
114 r - 114 r,1504,,1381-06-06,,,,,Document date,Beverl',archbishop's manor,,,,,,,,,,,,,
114 r - 114 v,1505,,1381-07-04,,,,,Document date,Beverl',archbishop's manor,,,,,,,,,,,,,
114 v - 114 v,1506,,1381-07-04,,,,,Document date,Beverl',archbishop's manor,,,,,,,,,,,,,
114 v - 114 v,1507,,1381-08-29,,,,,Document date,Cawode,,,,,,,,,,,,,,
114 v - 114 v,1508,,1381-08-29,,,,,Document date,Cawode,,,,,,,,,,,,,,
114 v - 114 v,1509,,1381-09-28,,,,,Document date,Cawode,archbishop's manor,,,,,,,,,,,,,
114 v - 114 v,1510,,[1382]-01-31,,,,,Document date,Cawod,,"Year 'as above', presumably 1381/2",,,,,,,,,,,,
115 r - 115 r,1511,,1381-09-09,,,,,Document date,Rome,St Peter's,,,,,,,,,,,,,
115 r - 115 r,1512,,1380-07-10,,,,,Document date,Kent,manor of Preston,,,,,,,,,,,,,
115 v - 115 v,1513,,1380-07-13,,,,,Document date,Kent,manor of Preston,,,,,,,,,,,,,
115 v- 115 v,1514,,[1381]-05-30,,,,,Memorandum date,,,"No year given, but perhaps year following date of will and codicil",,,,,,,,,,,,
115 v - 116 r,1515,,1389-02-03,,,,,Document date,London,,,,,,,,,,,,,,
116 v - 116 v,1516,,[0000-00-00],,,,,Note date,,,,,,,,,,,,,,,
116 v - 116 v,1517,,1382-04-08,,,,,Note date,,,,,,,,,,,,,,,
116 v - 116 v,1518,,1382-11-13,,,,,Document date,London,bishop's house,,1382-11-02,,,,,Document date,Cawod,,,,,
116 v - 116 v,1519,,1382-11-24,,,,,Document date,Cawode,,,,,,,,,,,,,,
116 v - 116 v,1520,,1382-03-08,,,,,Document date,Bergh iuxta Watton',testator's manor,,,,,,,,,,,,,
117 r - 117 r,1521,,1382-08-18,,,,,Document date,Thorp' iuxta Ebor',chapel within archbishop's manor,,,,,,,,,,,,,
117 r - 117 r,1522,,1382-08-18,,,,,Document date,Thorp' iuxta Ebor',chapel within archbishop's manor,,,,,,,,,,,,,
117 r - 117 r,1523,,1382-08-18,,,,,Document date,Thorp' iuxta Ebor',chapel within archbishop's manor,,,,,,,,,,,,,
117 r - 117 r,1524,,1382-08-18,,,,,Document date,Thorp' iuxta Ebor',chapel within archbishop's manor,,,,,,,,,,,,,
117 v - 117 v,1525,,1382-12-22,,,,,Document date,Ebor',,,,,,,,,,,,,,
117 v - 117 v,1526,,1382-12-22,,,,,Document date,Ebor',,,,,,,,,,,,,,
117 v - 117 v,1527,,1382-12-22,,,,,Document date,Cawod,,,,,,,,,,,,,,
117 v - 117 v,1528,,1382-12-22,,,,,Document date,Cawod,,,,,,,,,,,,,,
